epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
11,2351.03,0.17187,0.22399,0.15871,1.12345,0,0.8496,0.77495,0.83405,0.4917,0.8482,0.74867,0.80578,0.4176,0.19028,0.25278,0.16501,1.14784,0,0.000975773,0.000975773,0.000975773
12,2461.4,0.16959,0.22275,0.15169,1.11997,0,0.81622,0.79616,0.83562,0.50854,0.81072,0.77702,0.81892,0.43368,0.18173,0.24973,0.16297,1.14183,0,0.000970736,0.000970736,0.000970736
13,2573.61,0.16583,0.22112,0.14641,1.10773,0,0.76953,0.73461,0.78362,0.47016,0.77143,0.7268,0.76359,0.39287,0.18928,0.27046,0.18361,1.14298,0,0.000965239,0.000965239,0.000965239
14,2684.03,0.16593,0.21927,0.14908,1.11218,0,0.87061,0.79994,0.84734,0.51481,0.85169,0.78177,0.82142,0.4373,0.18496,0.24884,0.15152,1.13532,0,0.000959289,0.000959289,0.000959289
15,2794.95,0.16651,0.21691,0.14237,1.10118,0,0.84869,0.80193,0.8572,0.52508,0.83829,0.78456,0.83193,0.4305,0.18467,0.2513,0.15655,1.14641,0,0.000952889,0.000952889,0.000952889
16,2905.89,0.16346,0.21566,0.13996,1.1003,0,0.8364,0.82811,0.85583,0.53258,0.82421,0.81309,0.83061,0.44938,0.17864,0.24391,0.14791,1.1195,0,0.000946048,0.000946048,0.000946048
17,3016.96,0.16119,0.21559,0.1398,1.08727,0,0.8679,0.80069,0.86003,0.54086,0.84748,0.78089,0.82778,0.45035,0.17395,0.23934,0.14733,1.10225,0,0.000938772,0.000938772,0.000938772
18,3129.94,0.16054,0.21147,0.13542,1.08998,0,0.86331,0.81769,0.86678,0.53555,0.82563,0.80565,0.83675,0.44705,0.17843,0.25183,0.15058,1.12863,0,0.000931067,0.000931067,0.000931067
19,3246.27,0.15978,0.21259,0.13475,1.08506,0,0.86793,0.78677,0.8675,0.54262,0.8526,0.77197,0.83825,0.43252,0.17599,0.24318,0.14881,1.11157,0,0.000922942,0.000922942,0.000922942
20,3530.17,0.15887,0.21017,0.12854,1.07676,0,0.89682,0.80366,0.8795,0.54309,0.87791,0.79293,0.85242,0.46111,0.17837,0.23899,0.13946,1.11789,0,0.000914405,0.000914405,0.000914405
21,3652.17,0.15698,0.20697,0.13334,1.0788,0,0.87613,0.79675,0.86604,0.53765,0.8497,0.77468,0.82861,0.43422,0.17753,0.24674,0.1453,1.11831,0,0.000905463,0.000905463,0.000905463
22,4072.42,0.15702,0.20314,0.12867,1.07611,0,0.83324,0.84242,0.86949,0.54981,0.82311,0.81737,0.84715,0.4364,0.1732,0.23867,0.13909,1.10968,0,0.000896127,0.000896127,0.000896127
23,4363.95,0.15551,0.20076,0.1259,1.06493,0,0.85519,0.80985,0.86094,0.54548,0.84076,0.78528,0.83003,0.4499,0.17448,0.24694,0.14681,1.10807,0,0.000886404,0.000886404,0.000886404
24,4868.7,0.15406,0.20245,0.12492,1.06159,0,0.86355,0.81262,0.85094,0.53157,0.85298,0.78662,0.82501,0.43036,0.17869,0.24291,0.14539,1.11915,0,0.000876305,0.000876305,0.000876305
25,5308.04,0.1551,0.19697,0.12483,1.06343,0,0.86985,0.82385,0.87388,0.55031,0.86565,0.78697,0.84019,0.44091,0.17187,0.24553,0.13794,1.10125,0,0.000865839,0.000865839,0.000865839
26,5715.04,0.15403,0.20541,0.12379,1.06338,0,0.88749,0.80028,0.87318,0.55944,0.86706,0.79901,0.83756,0.44636,0.17428,0.24125,0.1373,1.11179,0,0.000855018,0.000855018,0.000855018
27,6072.11,0.15091,0.19558,0.11909,1.04221,0,0.87422,0.81887,0.87834,0.55722,0.87125,0.79269,0.85133,0.45532,0.17739,0.2357,0.13584,1.11264,0,0.000843851,0.000843851,0.000843851
28,6377.63,0.15153,0.19702,0.1186,1.04617,0,0.89785,0.82958,0.87536,0.5545,0.86994,0.80866,0.84399,0.45851,0.17662,0.24297,0.12939,1.11763,0,0.000832349,0.000832349,0.000832349
29,6519.13,0.15028,0.19167,0.11637,1.04549,0,0.88145,0.83354,0.87768,0.55197,0.86282,0.81652,0.8473,0.45993,0.1774,0.2419,0.13139,1.11956,0,0.000820525,0.000820525,0.000820525
30,6628.9,0.14794,0.19164,0.11387,1.04011,0,0.87596,0.84111,0.88174,0.56266,0.85324,0.82447,0.85732,0.46538,0.17285,0.24223,0.13017,1.10432,0,0.000808389,0.000808389,0.000808389
31,6740.78,0.14816,0.1897,0.11462,1.03534,0,0.86436,0.83539,0.8742,0.55475,0.86339,0.80858,0.84433,0.45637,0.17549,0.24044,0.13329,1.11585,0,0.000795954,0.000795954,0.000795954
32,6851.12,0.14827,0.1906,0.11368,1.03708,0,0.87173,0.85153,0.8868,0.56264,0.84579,0.82703,0.84943,0.46527,0.17196,0.23634,0.13405,1.09578,0,0.000783231,0.000783231,0.000783231
33,6963.01,0.14721,0.19066,0.11137,1.03421,0,0.9023,0.83129,0.88246,0.56386,0.88562,0.81026,0.84769,0.45296,0.17291,0.23943,0.13034,1.10003,0,0.000770234,0.000770234,0.000770234
34,7073.68,0.14526,0.18861,0.10887,1.02506,0,0.88621,0.85526,0.8933,0.5719,0.86771,0.83813,0.86531,0.47237,0.17241,0.23577,0.12161,1.09871,0,0.000756976,0.000756976,0.000756976
35,7259.71,0.14457,0.1883,0.10826,1.02281,0,0.88258,0.85055,0.89173,0.56481,0.87507,0.80569,0.84695,0.4536,0.17207,0.24051,0.12909,1.104,0,0.000743468,0.000743468,0.000743468
36,7370.49,0.14558,0.18862,0.10799,1.02451,0,0.90463,0.82332,0.88779,0.56733,0.87518,0.79884,0.85076,0.46548,0.17367,0.23515,0.12625,1.105,0,0.000729725,0.000729725,0.000729725
37,7531.21,0.14294,0.18288,0.10479,1.01641,0,0.89816,0.83579,0.88388,0.57333,0.8834,0.81688,0.85329,0.47369,0.17329,0.23816,0.12727,1.11112,0,0.000715761,0.000715761,0.000715761
38,7652.53,0.14308,0.18559,0.10396,1.01659,0,0.90844,0.81801,0.88766,0.57035,0.88798,0.79244,0.84796,0.46396,0.17002,0.24666,0.12577,1.09696,0,0.000701588,0.000701588,0.000701588
39,7796.11,0.14407,0.18197,0.10625,1.01881,0,0.88042,0.85554,0.88683,0.56691,0.86782,0.82754,0.85734,0.46885,0.17013,0.23871,0.12563,1.10035,0,0.000687222,0.000687222,0.000687222
40,7971.35,0.14217,0.18021,0.10426,1.01211,0,0.88703,0.86444,0.89435,0.56234,0.87109,0.82854,0.85985,0.45857,0.17484,0.24239,0.12301,1.12354,0,0.000672675,0.000672675,0.000672675
41,8181.46,0.13992,0.18414,0.1015,1.00365,0,0.90308,0.83834,0.89106,0.57157,0.88476,0.82026,0.86305,0.47463,0.17405,0.24273,0.12321,1.12055,0,0.000657963,0.000657963,0.000657963
42,8343.72,0.13963,0.18143,0.10051,1.00547,0,0.8997,0.85731,0.89947,0.57278,0.88028,0.82612,0.86452,0.46543,0.17149,0.2408,0.12369,1.10147,0,0.000643101,0.000643101,0.000643101
43,8489.36,0.13829,0.18038,0.09946,1.00019,0,0.91257,0.84329,0.89586,0.58504,0.8933,0.82166,0.85974,0.46739,0.16659,0.23934,0.11825,1.09422,0,0.000628101,0.000628101,0.000628101
44,8681.67,0.13768,0.17972,0.0976,0.99538,0,0.91127,0.84544,0.89485,0.57871,0.9,0.81614,0.86358,0.47152,0.1702,0.24155,0.11973,1.11343,0,0.000612981,0.000612981,0.000612981
45,8942.82,0.13659,0.17396,0.0953,0.99194,0,0.89071,0.85155,0.89078,0.57363,0.87835,0.82844,0.86624,0.47476,0.1751,0.2456,0.12374,1.1357,0,0.000597754,0.000597754,0.000597754
46,9052.88,0.13555,0.17499,0.09637,0.9903,0,0.8867,0.86038,0.88898,0.57396,0.88046,0.846,0.87426,0.4707,0.17091,0.24451,0.12188,1.11628,0,0.000582435,0.000582435,0.000582435
47,9347.18,0.1346,0.17838,0.09627,0.99077,0,0.89594,0.85076,0.88876,0.57375,0.87824,0.83503,0.86425,0.47399,0.16897,0.23876,0.12086,1.10947,0,0.00056704,0.00056704,0.00056704
48,9796.58,0.13348,0.17323,0.09284,0.97947,0,0.89463,0.85677,0.89332,0.58243,0.88828,0.84016,0.87533,0.48053,0.17005,0.23973,0.11664,1.11721,0,0.000551584,0.000551584,0.000551584
49,9906.89,0.13368,0.17461,0.0936,0.98928,0,0.89604,0.83939,0.8891,0.57553,0.88281,0.82763,0.86721,0.47616,0.1723,0.23831,0.12032,1.1253,0,0.000536081,0.000536081,0.000536081
50,10168.1,0.1311,0.17212,0.09271,0.97717,0,0.89757,0.82737,0.8843,0.57024,0.8898,0.82048,0.86228,0.47256,0.17119,0.23879,0.11945,1.12855,0,0.000520548,0.000520548,0.000520548
51,10377.9,0.1312,0.17732,0.09205,0.97959,0,0.90492,0.84229,0.89138,0.58012,0.88676,0.83504,0.87556,0.47332,0.17242,0.23233,0.1169,1.12196,0,0.000505,0.000505,0.000505
52,10525.9,0.13008,0.16902,0.08953,0.97189,0,0.91446,0.84139,0.89178,0.58285,0.89507,0.82501,0.86715,0.48681,0.16778,0.23964,0.11491,1.11606,0,0.000489452,0.000489452,0.000489452
53,10849.2,0.12916,0.17132,0.08864,0.9725,0,0.90269,0.84812,0.89512,0.5851,0.90158,0.83197,0.8735,0.47902,0.16827,0.24369,0.11329,1.12013,0,0.000473919,0.000473919,0.000473919
54,11025,0.12957,0.16938,0.08927,0.97073,0,0.88348,0.85758,0.88433,0.57869,0.87051,0.84414,0.86536,0.48123,0.17176,0.23784,0.11513,1.13344,0,0.000458416,0.000458416,0.000458416
55,11135.1,0.12807,0.16927,0.08834,0.9633,0,0.88624,0.85193,0.88179,0.57816,0.8765,0.82487,0.85923,0.47001,0.17014,0.23908,0.11474,1.13683,0,0.00044296,0.00044296,0.00044296
56,11390.2,0.12679,0.16947,0.08666,0.96088,0,0.8819,0.8704,0.88773,0.57882,0.86863,0.845,0.86723,0.45986,0.16913,0.23706,0.11491,1.12831,0,0.000427565,0.000427565,0.000427565
57,11751.6,0.12596,0.16834,0.08467,0.96101,0,0.89375,0.85879,0.88728,0.57877,0.88842,0.82947,0.86061,0.4673,0.16825,0.24,0.11392,1.12167,0,0.000412246,0.000412246,0.000412246
58,11998.9,0.12593,0.16674,0.08476,0.95817,0,0.89021,0.86188,0.88987,0.58039,0.87548,0.84782,0.86918,0.47698,0.17127,0.24051,0.11579,1.13576,0,0.000397019,0.000397019,0.000397019
59,12108.8,0.1246,0.16564,0.08422,0.95429,0,0.89655,0.85383,0.88865,0.57863,0.8779,0.83675,0.86206,0.47551,0.17002,0.24504,0.1146,1.1445,0,0.000381899,0.000381899,0.000381899
60,12609.5,0.12388,0.16249,0.08201,0.95329,0,0.89249,0.8583,0.88613,0.58155,0.87778,0.84394,0.86335,0.47354,0.16989,0.24594,0.11379,1.13811,0,0.000366899,0.000366899,0.000366899
61,12718.9,0.12288,0.16481,0.08158,0.94441,0,0.90737,0.85243,0.8881,0.58378,0.87506,0.84394,0.86645,0.48396,0.17067,0.24288,0.11222,1.14526,0,0.000352037,0.000352037,0.000352037
62,12910.9,0.12281,0.16205,0.08223,0.9509,0,0.88871,0.86456,0.89168,0.58463,0.87718,0.85275,0.87237,0.48415,0.17016,0.24538,0.11178,1.1451,0,0.000337325,0.000337325,0.000337325
63,13021.2,0.1216,0.16561,0.08059,0.94235,0,0.87751,0.86281,0.88582,0.58662,0.86504,0.84964,0.86634,0.47815,0.1687,0.24432,0.11364,1.14229,0,0.000322778,0.000322778,0.000322778
64,13173.2,0.11915,0.16243,0.07855,0.94055,0,0.88599,0.86829,0.887,0.58766,0.87828,0.85594,0.8686,0.47573,0.16878,0.24415,0.11225,1.14929,0,0.000308412,0.000308412,0.000308412
65,13284.7,0.11788,0.1646,0.07905,0.93771,0,0.91472,0.84236,0.8867,0.58234,0.90255,0.83203,0.86576,0.47353,0.16818,0.24466,0.1134,1.14943,0,0.000294239,0.000294239,0.000294239
66,13395.5,0.11824,0.15901,0.07932,0.93222,0,0.89741,0.85203,0.88448,0.58652,0.88313,0.83919,0.86301,0.47743,0.16895,0.24314,0.11285,1.15188,0,0.000280275,0.000280275,0.000280275
67,13567,0.11845,0.16248,0.07855,0.93615,0,0.90539,0.85306,0.88465,0.58398,0.89103,0.84386,0.87043,0.4755,0.16785,0.24669,0.11268,1.14871,0,0.000266532,0.000266532,0.000266532
68,13677.6,0.11571,0.16208,0.07699,0.93232,0,0.89774,0.85747,0.89043,0.58431,0.87091,0.85234,0.86594,0.46915,0.16956,0.24541,0.11368,1.16241,0,0.000253024,0.000253024,0.000253024
69,13854,0.11606,0.15972,0.07591,0.92611,0,0.86795,0.86676,0.88828,0.58647,0.87897,0.83545,0.86482,0.47714,0.16902,0.24619,0.11279,1.15601,0,0.000239766,0.000239766,0.000239766
70,13964.5,0.11345,0.15893,0.07631,0.92352,0,0.90871,0.84854,0.89015,0.58633,0.89761,0.82661,0.86527,0.47509,0.16974,0.24804,0.11168,1.17666,0,0.000226769,0.000226769,0.000226769
71,14076.1,0.11447,0.15788,0.07551,0.9203,0,0.89489,0.85285,0.88747,0.58394,0.87868,0.83562,0.86076,0.47068,0.16993,0.24603,0.1129,1.17149,0,0.000214046,0.000214046,0.000214046
72,14186.6,0.11231,0.15522,0.07405,0.9189,0,0.89795,0.86322,0.89085,0.58382,0.88191,0.84703,0.86585,0.48236,0.16974,0.25059,0.11203,1.17284,0,0.000201611,0.000201611,0.000201611
