epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
12,1877.3,0.13555,0.20345,0.14967,0.78386,0,0.86834,0.81159,0.86988,0.54512,0.85323,0.79275,0.8437,0.46864,0.14121,0.20376,0.1531,0.77419,0,0.000783693,0.000783693,0.000783693
13,2026.5,0.13246,0.20094,0.14483,0.77273,0,0.8632,0.83696,0.8763,0.55387,0.84248,0.82186,0.84776,0.48325,0.14051,0.19313,0.14431,0.77836,0,0.000780618,0.000780618,0.000780618
14,2175.84,0.13245,0.20032,0.14495,0.77505,0,0.85595,0.83345,0.87576,0.53458,0.83732,0.81634,0.84633,0.47472,0.14779,0.19456,0.15012,0.79213,0,0.000777286,0.000777286,0.000777286
15,2325.29,0.1327,0.19821,0.14328,0.76783,0,0.8674,0.83515,0.88118,0.54689,0.84889,0.81268,0.84987,0.48585,0.14433,0.19331,0.14196,0.78585,0,0.000773698,0.000773698,0.000773698
16,2474.23,0.12955,0.19656,0.13826,0.76526,0,0.88232,0.82405,0.885,0.56449,0.87498,0.80289,0.85858,0.4867,0.13875,0.19387,0.13974,0.77864,0,0.000769856,0.000769856,0.000769856
17,2624.72,0.12972,0.19333,0.13731,0.76362,0,0.86467,0.83016,0.87606,0.55341,0.86332,0.79726,0.84188,0.48426,0.14137,0.19381,0.14128,0.77197,0,0.000765764,0.000765764,0.000765764
18,2773.74,0.12752,0.19284,0.13393,0.75722,0,0.88761,0.81394,0.8825,0.55079,0.86555,0.80178,0.86047,0.47763,0.14305,0.19538,0.14799,0.78023,0,0.000761424,0.000761424,0.000761424
19,2924.78,0.12686,0.18992,0.13172,0.75679,0,0.86764,0.82726,0.88266,0.56091,0.85728,0.79616,0.84363,0.47043,0.13958,0.1949,0.13863,0.76908,0,0.000756839,0.000756839,0.000756839
20,3073.64,0.12658,0.19236,0.13046,0.74728,0,0.89179,0.82585,0.88784,0.55357,0.87237,0.80652,0.85885,0.48549,0.14152,0.1949,0.13873,0.77849,0,0.000752012,0.000752012,0.000752012
21,3222.78,0.12596,0.18723,0.129,0.75419,0,0.88188,0.82495,0.88692,0.54399,0.86537,0.80874,0.85538,0.48007,0.14382,0.19293,0.1456,0.77894,0,0.000746946,0.000746946,0.000746946
22,3386.98,0.12475,0.18717,0.12821,0.74818,0,0.8794,0.84928,0.89548,0.576,0.8895,0.81301,0.86846,0.49894,0.13849,0.18655,0.1317,0.77204,0,0.000741646,0.000741646,0.000741646
23,3553.19,0.12481,0.18742,0.1241,0.74589,0,0.88687,0.84252,0.89877,0.57046,0.88559,0.82264,0.86579,0.49483,0.13962,0.19111,0.1325,0.78146,0,0.000736114,0.000736114,0.000736114
24,3864.38,0.12378,0.18644,0.12415,0.74168,0,0.90781,0.84514,0.88976,0.55207,0.89034,0.82908,0.86534,0.48958,0.14439,0.19251,0.13053,0.78398,0,0.000730354,0.000730354,0.000730354
25,4019.79,0.12355,0.18464,0.12236,0.73947,0,0.88883,0.84905,0.89309,0.57204,0.86408,0.82749,0.86202,0.4939,0.1388,0.1977,0.13086,0.77431,0,0.000724371,0.000724371,0.000724371
26,4181.96,0.12342,0.18211,0.12199,0.73505,0,0.89395,0.84545,0.90296,0.57948,0.87996,0.81564,0.8629,0.49451,0.13587,0.19126,0.13078,0.76631,0,0.000718168,0.000718168,0.000718168
27,4345.46,0.12073,0.18337,0.11685,0.72721,0,0.89912,0.85033,0.89758,0.55942,0.87902,0.83324,0.86121,0.48936,0.14213,0.19293,0.13145,0.78517,0,0.00071175,0.00071175,0.00071175
28,4508.65,0.12186,0.18256,0.1169,0.73167,0,0.89954,0.84568,0.89161,0.56952,0.88519,0.82814,0.86668,0.49375,0.13942,0.19087,0.13211,0.77413,0,0.000705121,0.000705121,0.000705121
29,4667.95,0.11905,0.17846,0.1129,0.72666,0,0.88791,0.87221,0.90324,0.57519,0.87861,0.83637,0.87283,0.50064,0.14017,0.18924,0.12658,0.77231,0,0.000698285,0.000698285,0.000698285
30,4827.53,0.11977,0.17865,0.11318,0.72449,0,0.89549,0.86266,0.89867,0.56866,0.87187,0.83785,0.86245,0.49518,0.14042,0.19034,0.12576,0.77951,0,0.000691248,0.000691248,0.000691248
31,4986.49,0.11867,0.17884,0.11504,0.72031,0,0.8891,0.86116,0.89864,0.57592,0.86325,0.83985,0.86594,0.49145,0.13689,0.19127,0.12758,0.77018,0,0.000684014,0.000684014,0.000684014
32,5145.18,0.11719,0.17719,0.1117,0.71845,0,0.8827,0.85892,0.9009,0.57495,0.86994,0.84533,0.87193,0.49142,0.13726,0.19241,0.12624,0.77117,0,0.000676588,0.000676588,0.000676588
33,5305.69,0.11641,0.17768,0.11005,0.71796,0,0.87147,0.86709,0.89594,0.572,0.85197,0.84097,0.86308,0.49154,0.13809,0.18933,0.13025,0.7727,0,0.000668976,0.000668976,0.000668976
34,5467.96,0.11604,0.17446,0.10737,0.7144,0,0.90222,0.87586,0.90825,0.58824,0.89034,0.86322,0.88772,0.50893,0.13796,0.18787,0.12063,0.77286,0,0.000661181,0.000661181,0.000661181
35,5628.63,0.11562,0.17705,0.10782,0.71592,0,0.90603,0.87307,0.89937,0.5777,0.88594,0.84965,0.86848,0.49722,0.13772,0.1941,0.12598,0.7723,0,0.000653211,0.000653211,0.000653211
36,5787.4,0.11498,0.17305,0.10621,0.7077,0,0.86959,0.879,0.89815,0.57331,0.84477,0.8582,0.86311,0.49955,0.14047,0.189,0.12315,0.78403,0,0.00064507,0.00064507,0.00064507
37,5945.67,0.1145,0.174,0.1033,0.70599,0,0.90633,0.85217,0.89432,0.57163,0.8855,0.83497,0.86252,0.50121,0.13967,0.18701,0.12543,0.78439,0,0.000636763,0.000636763,0.000636763
38,6103.87,0.11408,0.17383,0.10602,0.70612,0,0.89553,0.85123,0.89803,0.57451,0.87773,0.8333,0.86882,0.49284,0.13715,0.19297,0.12427,0.77181,0,0.000628297,0.000628297,0.000628297
39,6261.66,0.11372,0.17358,0.10448,0.70271,0,0.88038,0.85061,0.88855,0.5682,0.87425,0.8426,0.86999,0.49938,0.1422,0.18932,0.12328,0.79148,0,0.000619677,0.000619677,0.000619677
40,6412.52,0.11187,0.17114,0.10131,0.69442,0,0.90025,0.87877,0.90803,0.5846,0.87071,0.84884,0.87129,0.50183,0.13795,0.19224,0.12033,0.78474,0,0.000610909,0.000610909,0.000610909
41,6561.12,0.11174,0.17058,0.09911,0.69884,0,0.91358,0.84514,0.9053,0.58503,0.8944,0.83045,0.87398,0.50525,0.14011,0.19284,0.12325,0.7931,0,0.000602,0.000602,0.000602
42,6709.65,0.11092,0.16791,0.09976,0.69654,0,0.88693,0.8621,0.89849,0.58185,0.8768,0.83724,0.87049,0.50492,0.13861,0.19325,0.12455,0.78803,0,0.000592955,0.000592955,0.000592955
43,6858.07,0.10881,0.16656,0.09573,0.69426,0,0.90182,0.8628,0.90582,0.58732,0.87949,0.8369,0.8734,0.50428,0.13677,0.19101,0.12014,0.77776,0,0.00058378,0.00058378,0.00058378
44,7006.51,0.10987,0.1676,0.09813,0.69393,0,0.90885,0.86758,0.89626,0.58165,0.88867,0.84648,0.86929,0.50418,0.13833,0.18817,0.11989,0.78454,0,0.000574482,0.000574482,0.000574482
45,7154.49,0.10932,0.16772,0.09443,0.68739,0,0.88468,0.85887,0.89149,0.57532,0.86215,0.83821,0.86292,0.50698,0.13965,0.19646,0.12154,0.79698,0,0.000565068,0.000565068,0.000565068
46,7302.66,0.10749,0.16568,0.0947,0.68467,0,0.90616,0.85438,0.89749,0.5849,0.88993,0.83945,0.86174,0.50487,0.13722,0.1961,0.11859,0.78246,0,0.000555543,0.000555543,0.000555543
47,7450.85,0.10815,0.16634,0.09398,0.68736,0,0.90929,0.85871,0.89556,0.57842,0.89539,0.84311,0.86583,0.50448,0.1384,0.19182,0.11725,0.79159,0,0.000545914,0.000545914,0.000545914
48,7598.96,0.10759,0.16483,0.09402,0.68345,0,0.90037,0.86478,0.89597,0.58459,0.87519,0.83809,0.86427,0.50561,0.13989,0.19662,0.11758,0.79956,0,0.000536188,0.000536188,0.000536188
49,7747,0.10583,0.16566,0.09401,0.68139,0,0.90101,0.85782,0.89124,0.58089,0.8857,0.8412,0.86772,0.50793,0.14059,0.19472,0.11935,0.80527,0,0.000526371,0.000526371,0.000526371
50,7895.02,0.10592,0.16564,0.0923,0.6787,0,0.90002,0.85515,0.89165,0.57877,0.88006,0.83543,0.86574,0.49883,0.14007,0.19207,0.1171,0.80146,0,0.00051647,0.00051647,0.00051647
51,8043.52,0.10582,0.16287,0.09085,0.67965,0,0.89665,0.86847,0.90214,0.5945,0.8763,0.84811,0.87297,0.51187,0.13566,0.19176,0.11353,0.78801,0,0.000506492,0.000506492,0.000506492
52,8192.01,0.10402,0.16323,0.08964,0.67195,0,0.89806,0.86345,0.89375,0.58776,0.87736,0.84076,0.86059,0.5067,0.13684,0.19285,0.11667,0.79433,0,0.000496444,0.000496444,0.000496444
53,8340.06,0.1043,0.16033,0.08757,0.67103,0,0.87951,0.8591,0.88778,0.58197,0.85845,0.83338,0.86117,0.50518,0.13644,0.19456,0.11896,0.79329,0,0.000486333,0.000486333,0.000486333
54,8487.76,0.10376,0.1623,0.08761,0.67086,0,0.9046,0.84872,0.8897,0.58212,0.8595,0.85064,0.86184,0.49835,0.13858,0.19922,0.11503,0.80821,0,0.000476165,0.000476165,0.000476165
55,8635.8,0.10164,0.15924,0.08598,0.6665,0,0.89626,0.86043,0.89168,0.58649,0.87594,0.83878,0.86347,0.50721,0.13658,0.20049,0.11414,0.80411,0,0.000465948,0.000465948,0.000465948
56,8783.61,0.10179,0.16001,0.08579,0.66944,0,0.89913,0.8737,0.89724,0.58646,0.87942,0.8423,0.87611,0.50737,0.13698,0.19526,0.11586,0.80031,0,0.000455688,0.000455688,0.000455688
57,8935.86,0.10106,0.15884,0.08702,0.66091,0,0.89113,0.88294,0.8993,0.59203,0.86993,0.85094,0.86759,0.50979,0.13698,0.19811,0.1134,0.80079,0,0.000445393,0.000445393,0.000445393
58,9093.24,0.10149,0.15987,0.08492,0.66421,0,0.88363,0.872,0.89441,0.57556,0.86201,0.85022,0.86114,0.49868,0.13964,0.20069,0.11674,0.80968,0,0.00043507,0.00043507,0.00043507
59,9247.17,0.10003,0.15796,0.08446,0.65927,0,0.88686,0.86528,0.89946,0.58077,0.8804,0.82666,0.86011,0.49913,0.13769,0.19919,0.11687,0.81007,0,0.000424725,0.000424725,0.000424725
60,9403.19,0.09983,0.15785,0.08447,0.65987,0,0.88584,0.86043,0.8912,0.58375,0.87858,0.8272,0.86296,0.50363,0.13667,0.20128,0.11889,0.80709,0,0.000414366,0.000414366,0.000414366
61,9556.52,0.09883,0.15572,0.08235,0.65622,0,0.91789,0.83572,0.89785,0.5901,0.89417,0.82696,0.87009,0.51415,0.13759,0.19953,0.11541,0.8064,0,0.000404,0.000404,0.000404
62,9713.49,0.09799,0.15738,0.08196,0.65712,0,0.88843,0.8679,0.89687,0.58378,0.87335,0.85348,0.86818,0.50723,0.1384,0.19876,0.11582,0.81329,0,0.000393634,0.000393634,0.000393634
63,9872.07,0.09802,0.1559,0.08132,0.65383,0,0.89372,0.86624,0.89301,0.58693,0.87341,0.83538,0.86332,0.50959,0.1378,0.1999,0.1146,0.81283,0,0.000383275,0.000383275,0.000383275
64,10030.7,0.09594,0.15506,0.0807,0.65184,0,0.89831,0.8615,0.89789,0.59147,0.88074,0.8398,0.86497,0.51346,0.1366,0.19611,0.11166,0.8116,0,0.00037293,0.00037293,0.00037293
65,10187.7,0.09552,0.15525,0.07943,0.64853,0,0.92111,0.84416,0.89962,0.59579,0.89098,0.82368,0.86319,0.5146,0.13689,0.19968,0.11291,0.81377,0,0.000362607,0.000362607,0.000362607
66,10333.2,0.09518,0.15497,0.07987,0.64603,0,0.89822,0.86305,0.89243,0.59166,0.87288,0.83859,0.8573,0.50777,0.13593,0.19781,0.11431,0.81606,0,0.000352312,0.000352312,0.000352312
67,10478,0.09448,0.15392,0.07899,0.64704,0,0.90917,0.85064,0.89035,0.58533,0.88688,0.82815,0.85945,0.5077,0.13859,0.20299,0.11369,0.82865,0,0.000342052,0.000342052,0.000342052
68,10622.4,0.09368,0.15331,0.07835,0.64358,0,0.90235,0.86306,0.89428,0.59535,0.88137,0.84188,0.8618,0.51674,0.13526,0.20154,0.11306,0.81902,0,0.000331835,0.000331835,0.000331835
69,10767.4,0.09403,0.15489,0.0776,0.6438,0,0.90311,0.86049,0.89158,0.5954,0.88212,0.84006,0.8693,0.51359,0.13816,0.2021,0.11437,0.81792,0,0.000321667,0.000321667,0.000321667
70,10910,0.09267,0.15333,0.07676,0.64045,0,0.90426,0.85656,0.89221,0.59738,0.88518,0.83702,0.86707,0.51636,0.13663,0.19829,0.11306,0.82303,0,0.000311556,0.000311556,0.000311556
71,11052.6,0.09229,0.15207,0.0766,0.63555,0,0.89934,0.85337,0.89186,0.59369,0.88344,0.8378,0.86836,0.50891,0.13679,0.20157,0.11362,0.82756,0,0.000301508,0.000301508,0.000301508
72,11197.2,0.09097,0.15177,0.07564,0.63642,0,0.89917,0.86436,0.90028,0.59224,0.87998,0.83707,0.86994,0.51072,0.13714,0.2009,0.11328,0.82919,0,0.00029153,0.00029153,0.00029153
73,11343.8,0.09007,0.15102,0.0738,0.63635,0,0.90126,0.8645,0.89548,0.59467,0.88392,0.83657,0.86903,0.51371,0.13678,0.20099,0.1126,0.82868,0,0.000281629,0.000281629,0.000281629
74,11496.2,0.09074,0.15187,0.07423,0.63644,0,0.90401,0.85067,0.89522,0.60069,0.87635,0.83613,0.86622,0.51513,0.13517,0.20194,0.11298,0.81869,0,0.000271812,0.000271812,0.000271812
75,11652.7,0.08973,0.15095,0.0738,0.63518,0,0.8809,0.86154,0.89133,0.59282,0.87478,0.83746,0.86716,0.51498,0.13694,0.19908,0.11262,0.83256,0,0.000262086,0.000262086,0.000262086
76,11809.7,0.08936,0.15037,0.07273,0.63176,0,0.90983,0.84981,0.88848,0.58674,0.89181,0.83051,0.8614,0.50595,0.13793,0.20262,0.11431,0.83703,0,0.000252457,0.000252457,0.000252457
77,11966,0.08923,0.14934,0.07273,0.63201,0,0.9098,0.84702,0.88787,0.58842,0.88491,0.82964,0.85972,0.51015,0.13782,0.20345,0.11395,0.83211,0,0.000242932,0.000242932,0.000242932
78,12118.5,0.08796,0.14869,0.07243,0.62502,0,0.8878,0.8573,0.8855,0.59374,0.87108,0.84259,0.86336,0.51003,0.13595,0.20463,0.1135,0.83055,0,0.000233518,0.000233518,0.000233518
79,12274.7,0.08803,0.14974,0.07173,0.62978,0,0.87621,0.86595,0.88125,0.58732,0.86532,0.85122,0.86194,0.50757,0.13739,0.20444,0.11265,0.83883,0,0.00022422,0.00022422,0.00022422
80,12430.6,0.08765,0.14715,0.07102,0.62769,0,0.89249,0.86772,0.89173,0.59681,0.87636,0.85038,0.87072,0.51699,0.13694,0.20434,0.10982,0.83752,0,0.000215045,0.000215045,0.000215045
81,12587,0.08575,0.14729,0.07132,0.61947,0,0.89881,0.85648,0.88929,0.59494,0.88128,0.84422,0.86903,0.51523,0.13707,0.20588,0.11274,0.83905,0,0.000206,0.000206,0.000206
82,12744.1,0.08615,0.14647,0.07131,0.62408,0,0.89097,0.86159,0.89262,0.59656,0.86825,0.84097,0.86342,0.51419,0.13752,0.20553,0.11224,0.84003,0,0.000197091,0.000197091,0.000197091
83,12900.4,0.08636,0.14541,0.07065,0.62303,0,0.89206,0.85534,0.89375,0.59194,0.86969,0.83376,0.86241,0.51069,0.13704,0.20581,0.11239,0.83975,0,0.000188323,0.000188323,0.000188323
84,13061,0.08599,0.147,0.06976,0.62084,0,0.8814,0.86995,0.89271,0.59707,0.86585,0.84098,0.86606,0.51551,0.13685,0.20688,0.11133,0.84545,0,0.000179703,0.000179703,0.000179703
85,13219.8,0.08428,0.14529,0.06956,0.61757,0,0.87662,0.87306,0.89087,0.59698,0.88074,0.83183,0.86834,0.51444,0.13635,0.20526,0.11351,0.8456,0,0.000171237,0.000171237,0.000171237
86,13372.3,0.08384,0.14529,0.06818,0.61779,0,0.89463,0.86346,0.89145,0.59679,0.87478,0.84515,0.86906,0.51368,0.13695,0.20621,0.11207,0.85109,0,0.00016293,0.00016293,0.00016293
87,13579.9,0.08345,0.14699,0.06901,0.61825,0,0.89502,0.88059,0.89725,0.59702,0.87645,0.85949,0.87374,0.5154,0.13733,0.2073,0.11136,0.85063,0,0.000154789,0.000154789,0.000154789
88,13877.8,0.08376,0.14561,0.06907,0.61415,0,0.89699,0.875,0.89653,0.59666,0.87242,0.8473,0.86969,0.51667,0.13765,0.20604,0.11401,0.85325,0,0.000146819,0.000146819,0.000146819
89,14146.4,0.08342,0.14372,0.0681,0.6156,0,0.89335,0.87529,0.89545,0.59731,0.88374,0.83895,0.87291,0.51524,0.1372,0.20867,0.11069,0.84785,0,0.000139024,0.000139024,0.000139024
90,14329.8,0.08185,0.14494,0.06731,0.61172,0,0.90013,0.86166,0.89256,0.59866,0.87774,0.83951,0.86951,0.51673,0.13699,0.20821,0.11112,0.85222,0,0.000131412,0.000131412,0.000131412
91,14485.1,0.08141,0.14491,0.06672,0.6127,0,0.9028,0.87003,0.8917,0.59544,0.87262,0.84603,0.86317,0.51525,0.13785,0.20779,0.11099,0.85532,0,0.000123986,0.000123986,0.000123986
92,14648.2,0.08101,0.14327,0.06672,0.60912,0,0.89502,0.86284,0.89214,0.60062,0.86921,0.84156,0.86785,0.51745,0.13649,0.21145,0.11127,0.86118,0,0.000116752,0.000116752,0.000116752
93,14808.5,0.08027,0.14503,0.0671,0.6071,0,0.90425,0.85423,0.89108,0.59852,0.88022,0.8371,0.86719,0.51364,0.13674,0.21058,0.11128,0.85527,0,0.000109715,0.000109715,0.000109715
94,14968.5,0.07988,0.14457,0.06548,0.60567,0,0.90532,0.86008,0.89369,0.59859,0.8788,0.8348,0.86546,0.51469,0.13739,0.2087,0.11198,0.85924,0,0.000102879,0.000102879,0.000102879
95,15128.7,0.07974,0.14426,0.06618,0.60421,0,0.90338,0.86404,0.8928,0.60075,0.88011,0.84218,0.8685,0.51394,0.13621,0.20833,0.11221,0.85479,0,9.62502e-05,9.62502e-05,9.62502e-05
96,15288.6,0.07938,0.14202,0.06528,0.60361,0,0.90278,0.86929,0.89584,0.60415,0.87507,0.84277,0.86668,0.51512,0.13548,0.20981,0.11169,0.85658,0,8.98321e-05,8.98321e-05,8.98321e-05
97,15448.5,0.07923,0.14196,0.06581,0.60431,0,0.895,0.86724,0.88954,0.59925,0.87141,0.84417,0.86473,0.51444,0.13619,0.2095,0.11241,0.85958,0,8.36293e-05,8.36293e-05,8.36293e-05
98,15608.4,0.07897,0.14223,0.06563,0.60667,0,0.89716,0.86893,0.89402,0.60092,0.87798,0.83966,0.86743,0.51546,0.13587,0.20964,0.11162,0.86043,0,7.7646e-05,7.7646e-05,7.7646e-05
99,15764.6,0.07871,0.14065,0.06442,0.60496,0,0.90316,0.86959,0.89753,0.60429,0.87842,0.84496,0.87065,0.5185,0.13529,0.21072,0.11066,0.85788,0,7.18865e-05,7.18865e-05,7.18865e-05
100,15919.3,0.07868,0.14215,0.06442,0.6009,0,0.90347,0.87286,0.90021,0.60365,0.87772,0.84519,0.87147,0.52022,0.13538,0.21247,0.11067,0.85853,0,6.63545e-05,6.63545e-05,6.63545e-05
101,16072.8,0.07811,0.14247,0.0644,0.60487,0,0.9044,0.86863,0.89633,0.60201,0.88081,0.84224,0.87051,0.51808,0.13572,0.21119,0.11087,0.8594,0,6.10539e-05,6.10539e-05,6.10539e-05
102,16226,0.07807,0.14189,0.06505,0.60504,0,0.89313,0.87208,0.89268,0.59984,0.88054,0.84316,0.86864,0.51716,0.13585,0.21113,0.11086,0.86041,0,5.59884e-05,5.59884e-05,5.59884e-05
103,16375.4,0.07744,0.14279,0.06416,0.59909,0,0.8956,0.86934,0.89186,0.59852,0.87019,0.84535,0.8634,0.51319,0.13577,0.213,0.11101,0.86482,0,5.11614e-05,5.11614e-05,5.11614e-05
104,16522.5,0.07687,0.14204,0.06402,0.59922,0,0.90482,0.86272,0.89406,0.60139,0.87846,0.83806,0.86339,0.51297,0.13528,0.21322,0.11083,0.86576,0,4.65762e-05,4.65762e-05,4.65762e-05
105,16679.1,0.07728,0.14405,0.06403,0.6036,0,0.90731,0.8589,0.89461,0.60034,0.8837,0.83687,0.86905,0.51702,0.13576,0.21322,0.11158,0.86785,0,4.2236e-05,4.2236e-05,4.2236e-05
106,16836.7,0.07623,0.13939,0.06307,0.59816,0,0.8986,0.86385,0.89365,0.59971,0.87813,0.84307,0.86858,0.5165,0.13545,0.21422,0.11166,0.86719,0,3.81437e-05,3.81437e-05,3.81437e-05
107,16993.7,0.07607,0.14167,0.06377,0.59507,0,0.89902,0.86146,0.89433,0.60025,0.87602,0.83938,0.86743,0.51361,0.13567,0.21436,0.1122,0.8702,0,3.43022e-05,3.43022e-05,3.43022e-05
108,17147.1,0.07597,0.14264,0.06309,0.5975,0,0.90182,0.85965,0.89364,0.60028,0.88206,0.84369,0.87114,0.51399,0.13569,0.21425,0.11178,0.87019,0,3.0714e-05,3.0714e-05,3.0714e-05
109,17309.1,0.07624,0.1432,0.063,0.59677,0,0.89928,0.8601,0.8943,0.59934,0.8759,0.84148,0.86814,0.51353,0.13585,0.21327,0.11146,0.8718,0,2.73816e-05,2.73816e-05,2.73816e-05
110,17479.5,0.07596,0.13909,0.06307,0.60003,0,0.89861,0.85948,0.89226,0.59935,0.87575,0.8388,0.86467,0.51466,0.13604,0.214,0.11141,0.87382,0,2.43074e-05,2.43074e-05,2.43074e-05
111,17647.2,0.07576,0.14204,0.06267,0.5987,0,0.89818,0.85873,0.89247,0.60144,0.87556,0.83802,0.86442,0.51461,0.13583,0.2144,0.11195,0.87298,0,2.14934e-05,2.14934e-05,2.14934e-05
112,17806.4,0.07551,0.1406,0.06274,0.59486,0,0.89468,0.8591,0.89212,0.60146,0.87737,0.83779,0.86609,0.51457,0.13586,0.21407,0.11201,0.87382,0,1.89415e-05,1.89415e-05,1.89415e-05
113,17965.1,0.07541,0.13782,0.06255,0.59311,0,0.89616,0.8599,0.89335,0.5999,0.87665,0.83931,0.86658,0.51443,0.13614,0.21456,0.11182,0.87579,0,1.66536e-05,1.66536e-05,1.66536e-05
114,18130.5,0.07609,0.14185,0.06333,0.5969,0,0.89992,0.85915,0.89426,0.60176,0.87729,0.83844,0.86674,0.5148,0.1361,0.21465,0.11187,0.87553,0,1.46311e-05,1.46311e-05,1.46311e-05
115,18292.1,0.07517,0.1408,0.06225,0.59498,0,0.9048,0.85412,0.89268,0.60245,0.87908,0.83908,0.86789,0.515,0.13559,0.21468,0.11187,0.87519,0,1.28754e-05,1.28754e-05,1.28754e-05
116,18454.6,0.07543,0.14139,0.06254,0.59607,0,0.89837,0.85458,0.89134,0.60072,0.87738,0.83888,0.86681,0.51461,0.13555,0.21459,0.11155,0.87608,0,1.13878e-05,1.13878e-05,1.13878e-05
117,18618.7,0.07557,0.1406,0.06276,0.59578,0,0.89991,0.85955,0.8944,0.60194,0.87765,0.83895,0.86686,0.51585,0.13565,0.21456,0.11158,0.87736,0,1.01693e-05,1.01693e-05,1.01693e-05
118,18779.1,0.07564,0.14077,0.06242,0.5987,0,0.8957,0.85976,0.89132,0.60044,0.87768,0.84102,0.8682,0.5158,0.13572,0.21478,0.11166,0.87729,0,9.22074e-06,9.22074e-06,9.22074e-06
119,18939.8,0.07543,0.14105,0.06231,0.59814,0,0.89665,0.86006,0.89281,0.60115,0.87696,0.8388,0.86679,0.51495,0.13571,0.21499,0.11164,0.87669,0,8.5427e-06,8.5427e-06,8.5427e-06
120,19099.1,0.07476,0.14136,0.06197,0.5953,0,0.89948,0.86106,0.89357,0.60004,0.87673,0.83837,0.8658,0.51412,0.13568,0.21489,0.11175,0.87663,0,8.1357e-06,8.1357e-06,8.1357e-06
